	Gini-importance	mcc	balanced_accuracy
feature_msa_entropy_median	0.0	0.09229807797434031	0.5287099179716629
feature_max_ll_diff_norm	0.0	0.3345197008786082	0.6689970171513795
feature_msa_entropy_min	0.0	0.0	0.5
feature_msa_entropy_pct_25	0.5345902227454644	0.0	0.5
feature_msa_entropy_pct_75	11.635888182857656	0.09688024983542841	0.5248881431767338
feature_msa_entropy_var	12.102592653618466	0.07924830948544749	0.5215324384787472
feature_column_variance_norm	12.239506665655268	0.26858211470180704	0.6053318419090231
feature_column_variance	13.438886786808295	0.23338238391563051	0.6024422073079791
feature_min_neighbor_brlen	14.27407187350299	0.0	0.5
feature_partition_branch_vs_mean	15.072606550404762	0.13666789022437084	0.5535980611483967
feature_divergence_ratio	17.743916019045148	-0.05138632616220442	0.49328859060402686
feature_msa_n_loci	19.075433537661205	0.01423192736124126	0.5047539149888143
feature_msa_entropy_max	20.92812873764275	0.004753665746934638	0.5018642803877703
feature_partition_size	24.14213955123088	0.0	0.5
feature_msa_entropy_mean	27.98011081160525	0.09229807797434031	0.5287099179716629
feature_partition_divergence	28.31173123752324	0.1530948513345488	0.5244220730797912
feature_mean_neighbor_brlen	30.823520869331766	0.06898281239286859	0.5258202833706189
feature_mean_parsimony_trees_neighbors	32.40303151694598	0.2041420524295475	0.5703765846383296
feature_msa_constant_sites_pct	34.6126353546704	-0.06585171713104948	0.4803318419090231
feature_msa_n_unique_sites	36.509999663338796	0.02291125898968921	0.5085756897837435
feature_mean_parsimony_trees_neighbors_binary	39.821629668863004	0.23879499794439438	0.5770879940343028
feature_min_ll_diff_norm	47.49773968675239	0.3345197008786082	0.6689970171513795
feature_msa_n_seq	47.650389613975996	0.015781048642123742	0.5042878448918717
feature_msa_pypythia_msa_difficulty	56.283787541494775	0.11552321824395177	0.5507084265473527
feature_partition_size_ratio	69.70946143867705	0.11468187146048467	0.5210663683818046
feature_mean_parsimony_trees	117.10615686005232	0.35124154958730924	0.6541759880686056
feature_partition_branch	201.17977396421765	0.5596564269971538	0.7332214765100671
feature_mean_parsimony_trees_binary	267.114981700897	0.5694035866186586	0.7719985085756897
feature_max_ll_diff	273.52888164304665	0.24503125323800132	0.6057979120059658
feature_min_ll_diff	472.21560509283313	0.23872705418629292	0.6096196868008948
