	Gini-importance	mcc	balanced_accuracy
feature_msa_entropy_median	0.0	-0.003809508718899511	0.49869354236655467
feature_msa_entropy_min	0.0	0.0	0.5
feature_max_ll_diff_norm	0.0	0.6713925623695014	0.8545477168097548
feature_column_variance	2.205366846465412	0.5250239845403238	0.7540126913027249
feature_msa_entropy_pct_75	2.5162016433531327	0.1349833031477109	0.5308572850566131
feature_msa_entropy_mean	6.141841850364715	-0.003809508718899511	0.49869354236655467
feature_min_ll_diff_norm	7.106834508928707	0.6713925623695014	0.8545477168097548
feature_msa_n_loci	7.350227361800092	0.08589022511431602	0.5287420679357969
feature_min_neighbor_brlen	7.988277880713021	0.4817508702229968	0.7125171083737712
feature_msa_entropy_max	8.847050340587492	0.13872825940154287	0.5452283190245116
feature_msa_entropy_pct_25	8.97275573996696	-0.035589427905793995	0.49707602339181284
feature_mean_parsimony_trees_neighbors	10.969418728920312	0.3940583274321321	0.6939156401642403
feature_msa_constant_sites_pct	11.353402143906225	-0.0008348989322037525	0.49975115092696276
feature_msa_n_seq	11.6820080522497	0.12189241440435986	0.5375139977603584
feature_msa_n_unique_sites	11.68879229988029	0.14150533932404924	0.5566753763842229
feature_msa_pypythia_msa_difficulty	11.842762090217647	0.23170105436400867	0.5848575339056862
feature_partition_size_ratio	12.93739926273985	0.035736819886819225	0.5122558168470822
feature_divergence_ratio	15.443411405283165	0.5639824957970172	0.7146323254945874
feature_mean_parsimony_trees_neighbors_binary	18.760874767283905	0.43722108725591674	0.6633072041806645
feature_partition_branch	19.237768289330468	0.8497345440209634	0.9215503297250218
feature_msa_entropy_var	22.72879984287616	0.1520406751542537	0.5662560656961553
feature_column_variance_norm	28.068783549258193	0.6226296703973473	0.8226328231927336
feature_mean_parsimony_trees	31.30234618285384	0.7620895016124933	0.8654348637551326
feature_partition_divergence	40.4961648327257	0.5639824957970172	0.7146323254945874
feature_max_ll_diff	40.69203960995262	0.576495041613185	0.8080129401517979
feature_partition_size	55.14113013446509	0.0	0.5
feature_mean_neighbor_brlen	58.169695774097704	0.3471630598635015	0.6601343784994401
feature_min_ll_diff	188.81236095907406	0.6200279094140526	0.8274231678486997
feature_aBayes_iqtree_support	313.38281694865384	0.49886284182606894	0.702936419061839
feature_mean_parsimony_trees_binary	787.411411607081	0.7905945957961661	0.9069304466840862
feature_partition_branch_vs_mean	996.4114597432886	0.8101281572726141	0.9050640786363071
